GeneID	length	SYMBOL
ENSG00000239532	478	RPL21P45
ENSG00000239533	1506	GOLGA2P2Y
ENSG00000239539	300	HMGN1P20
ENSG00000239542	279	RN7SL399P
ENSG00000239544	364	ENSG00000239544
ENSG00000239545	296	RN7SL822P
ENSG00000239547	297	RN7SL843P
ENSG00000239552	845	HOXB-AS2
ENSG00000239553	290	RN7SL12P
ENSG00000239555	297	RN7SL841P
ENSG00000239556	793	UPK3BL3P
ENSG00000239557	1231	PPP2R5CP
ENSG00000239559	287	RPL37P2
ENSG00000239560	300	RN7SL479P
ENSG00000239568	166	MTCO3P47
ENSG00000239569	1004	KMT2E-AS1
ENSG00000239570	690	SETP11
ENSG00000239571	395	IGKV2D-30
ENSG00000239572	4835	ENSG00000239572
ENSG00000239576	174	COX6CP14
ENSG00000239577	339	RN7SL388P
ENSG00000239579	283	RN7SL325P
ENSG00000239580	297	RN7SL675P
ENSG00000239586	898	MTND1P16
ENSG00000239589	6032	LINC00879
ENSG00000239590	942	OR1J4
ENSG00000239593	838	ENSG00000239593
ENSG00000239595	290	RN7SL79P
ENSG00000239600	387	ENSG00000239600
ENSG00000239602	321	RPL35AP16
ENSG00000239605	3203	STPG4
ENSG00000239607	276	RN7SL573P
ENSG00000239608	588	RUVBL1-AS1
ENSG00000239614	313	HMGN1P7
ENSG00000239615	436	ENSG00000239615
ENSG00000239617	396	RPL32P27
ENSG00000239620	1085	PRR20G
ENSG00000239622	380	ENSG00000239622
ENSG00000239625	236	RN7SL241P
ENSG00000239626	860	RPSAP41
ENSG00000239627	479	RPL12P20
ENSG00000239628	469	ENSG00000239628
ENSG00000239632	276	MTND4LP3
ENSG00000239636	1086	TFAP2E-AS1
ENSG00000239640	297	RN7SL62P
ENSG00000239641	346	PLS1-AS1
ENSG00000239642	1674	MEIKIN
ENSG00000239648	952	MTND1P3
ENSG00000239649	951	MYADML
ENSG00000239650	672	GUSBP4
ENSG00000239653	2456	PSMD6-AS2
ENSG00000239659	578	RPL9P31
ENSG00000239661	493	ENSG00000239661
ENSG00000239670	863	ENSG00000239670
ENSG00000239671	345	ENSG00000239671
ENSG00000239672	3415	NME1
ENSG00000239674	274	ENSG00000239674
ENSG00000239677	1598	PDZRN3-AS1
ENSG00000239679	276	RN7SL193P
ENSG00000239683	672	RPL7AP67
ENSG00000239684	252	PTGER4P3
ENSG00000239686	348	ENSG00000239686
ENSG00000239689	544	RPL17P46
ENSG00000239690	303	RN7SL668P
ENSG00000239694	881	RPSAP38
ENSG00000239696	1441	ENSG00000239696
ENSG00000239697	4562	TNFSF12
ENSG00000239699	974	HNRNPA3P8
ENSG00000239701	291	ENSG00000239701
ENSG00000239702	296	RN7SL507P
ENSG00000239703	298	RN7SL568P
ENSG00000239704	2744	CDRT4
ENSG00000239705	603	HSPA5-DT
ENSG00000239706	596	CRADDP1
ENSG00000239708	294	RN7SL782P
ENSG00000239710	288	RN7SL692P
ENSG00000239713	5375	APOBEC3G
ENSG00000239715	568	ENSG00000239715
ENSG00000239716	466	ENSG00000239716
ENSG00000239718	415	HLTF-AS1
ENSG00000239719	181	ENSG00000239719
ENSG00000239722	475	IMP3P2
ENSG00000239726	275	RN7SL688P
ENSG00000239731	295	RN7SL825P
ENSG00000239732	3352	TLR9
ENSG00000239736	638	CEACAMP3
ENSG00000239739	263	ENSG00000239739
ENSG00000239742	317	RN7SL672P
ENSG00000239744	304	RN7SL63P
ENSG00000239745	298	RN7SL790P
ENSG00000239748	282	RN7SL795P
ENSG00000239763	473	RPL21P118
ENSG00000239767	1739	ENSG00000239767
ENSG00000239774	563	TTC14-DT
ENSG00000239775	708	ENSG00000239775
ENSG00000239779	2367	WBP1
ENSG00000239780	909	RPLP0P11
ENSG00000239783	372	ENSG00000239783
ENSG00000239789	2100	MRPS17
ENSG00000239791	2129	ENSG00000239791
ENSG00000239792	555	CDRT15P5
ENSG00000239793	252	ENSG00000239793
ENSG00000239794	293	RN7SL653P
ENSG00000239797	483	RPL21P39
ENSG00000239799	395	ITIH4-AS1
ENSG00000239801	364	DENND6A-AS1
ENSG00000239804	259	RPS24P9
ENSG00000239805	360	PSMG3P2
ENSG00000239808	296	RN7SL255P
ENSG00000239809	348	ENSG00000239809
ENSG00000239810	1845	PRAMEF11
ENSG00000239819	534	IGKV1D-8
ENSG00000239820	317	RN7SL213P
ENSG00000239821	298	RN7SL513P
ENSG00000239822	266	RN7SL754P
ENSG00000239823	106	Y_RNA
ENSG00000239825	282	RN7SL549P
ENSG00000239827	383	SUGT1P3
ENSG00000239828	4811	CCDC54-AS1
ENSG00000239829	1456	KRT8P25
ENSG00000239830	780	RPS4XP22
ENSG00000239831	342	RNF7P1
ENSG00000239835	1129	PARLP1
ENSG00000239839	494	DEFA3
ENSG00000239840	435	RPL23AP72
ENSG00000239855	380	IGKV1-6
ENSG00000239856	298	RN7SL225P
ENSG00000239857	5390	GET4
ENSG00000239861	476	RPL21P96
ENSG00000239862	398	IGKV1-37
ENSG00000239868	270	RN7SL34P
ENSG00000239870	477	RPL21P55
ENSG00000239872	329	RPL35AP19
ENSG00000239873	1020	GAPDHP27
ENSG00000239877	1604	IGSF11-AS1
ENSG00000239880	1953	RALBP1P1
ENSG00000239881	248	RPS27P25
ENSG00000239883	2286	PARGP1
ENSG00000239884	279	RN7SL608P
ENSG00000239886	1005	KRTAP9-2
ENSG00000239887	4313	C1orf226
ENSG00000239888	305	RN7SL792P
ENSG00000239893	1345	ZNF736P9Y
ENSG00000239899	275	RN7SL674P
ENSG00000239900	12109	ADSL
ENSG00000239906	323	ENSG00000239906
ENSG00000239908	281	RN7SL75P
ENSG00000239910	298	RN7SL530P
ENSG00000239911	1870	PRKAG2-AS1
ENSG00000239912	156	RPL39P36
ENSG00000239917	496	RPS10P16
ENSG00000239919	227	SNRPGP3
ENSG00000239920	5265	ENSG00000239920
ENSG00000239921	6861	LINC01471
ENSG00000239922	4030	ENSG00000239922
ENSG00000239923	285	RN7SL864P
ENSG00000239924	459	RPL29P22
ENSG00000239926	747	PRDX3P4
ENSG00000239930	449	RSPH1-DT
ENSG00000239932	293	RN7SL606P
ENSG00000239939	736	RPSAP34
ENSG00000239941	554	LINC02917
ENSG00000239942	291	RN7SL394P
ENSG00000239944	270	TRBV8-2
ENSG00000239945	1319	ENSG00000239945
ENSG00000239946	464	ZBTB20-AS3
ENSG00000239948	277	RN7SL368P
ENSG00000239951	400	IGKV3-20
ENSG00000239953	299	RN7SL273P
ENSG00000239958	285	RN7SL51P
ENSG00000239959	943	ENPP7P2
ENSG00000239961	2183	LILRA4
ENSG00000239964	311	RN7SL748P
ENSG00000239967	105	OR2A41P
ENSG00000239969	250	ENSG00000239969
ENSG00000239975	440	IGKV1D-33
ENSG00000239978	904	OR7E53P
ENSG00000239981	900	OR2A15P
ENSG00000239983	353	RPL31P31
ENSG00000239984	298	RN7SL420P
ENSG00000239985	194	ENSG00000239985
ENSG00000239986	330	ENSG00000239986
ENSG00000239988	367	RPL31P60
ENSG00000239989	391	ENSG00000239989
ENSG00000239991	429	ENSG00000239991
ENSG00000239992	316	TRBVA
ENSG00000239994	266	ENSG00000239994
ENSG00000239995	498	TPT1P11
ENSG00000239997	590	FCF1P3
ENSG00000239998	5349	LILRA2
ENSG00000240002	909	YBX1P3
ENSG00000240003	752	RPL7P24
ENSG00000240005	640	STIM2-AS1
ENSG00000240006	1402	LINC02004
ENSG00000240012	518	SLC9A9-AS1
ENSG00000240014	284	RN7SL254P
ENSG00000240015	621	ENSG00000240015
ENSG00000240021	4007	TEX35
ENSG00000240023	949	RPLP0P3
ENSG00000240024	421	SNHG33
ENSG00000240027	255	RPS27P24
ENSG00000240031	878	OR9A3P
ENSG00000240032	709	LNCSRLR
ENSG00000240033	789	ENSG00000240033
ENSG00000240034	263	MTND6P6
ENSG00000240036	376	ENSG00000240036
ENSG00000240038	7491	AMY2B
ENSG00000240040	705	ENSG00000240040
ENSG00000240041	46	IGHJ4
ENSG00000240043	239	RPS27P26
ENSG00000240045	783	STRIT1
ENSG00000240047	766	RPS3AP32
ENSG00000240048	2193	DDX50P2
ENSG00000240051	466	RPL23AP10
ENSG00000240052	437	ENSG00000240052
ENSG00000240053	3222	LY6G5B
ENSG00000240056	288	ENSG00000240056
ENSG00000240057	6885	NEPRO-AS1
ENSG00000240058	961	ARGFXP1
ENSG00000240063	1877	ATP11B-DT
ENSG00000240065	3338	PSMB9
ENSG00000240068	464	RPL21P42
ENSG00000240069	931	GPAA1P1
ENSG00000240074	574	RPL9P30
ENSG00000240083	769	RPS3AP22
ENSG00000240084	291	MTND4LP10
ENSG00000240086	9663	ENSG00000240086
ENSG00000240087	888	RPSAP12
ENSG00000240089	932	BMS1P3
ENSG00000240093	574	ENSG00000240093
ENSG00000240095	569	ENSG00000240095
ENSG00000240096	542	ENSG00000240096
ENSG00000240097	1258	MTERF1P1
ENSG00000240098	248	RN7SL351P
ENSG00000240100	316	RPL36P15
ENSG00000240103	2247	ENSG00000240103
ENSG00000240106	297	RN7SL146P
ENSG00000240107	1853	SSX2IPP1
ENSG00000240108	291	NCOR1P1
ENSG00000240116	251	RN7SL303P
ENSG00000240121	246	RPS27P20
ENSG00000240122	397	FABP5P11
ENSG00000240125	451	RPL23AP75
ENSG00000240128	1281	KRT18P43
ENSG00000240131	156	ENSG00000240131
ENSG00000240132	1586	ETF1P2
ENSG00000240135	1366	PSMD12P1
ENSG00000240137	5773	ERICH6-AS1
ENSG00000240138	1307	EEF1GP4
ENSG00000240143	326	ENSG00000240143
ENSG00000240151	288	RN7SL826P
ENSG00000240152	829	LINC02271
ENSG00000240156	228	COX6CP6
ENSG00000240159	822	RPL6P16
ENSG00000240160	290	RN7SL263P
ENSG00000240163	312	RPL36AP44
ENSG00000240167	571	RPS7P7
ENSG00000240173	298	RN7SL771P
ENSG00000240174	573	ENSG00000240174
ENSG00000240175	591	MAGI1-AS1
ENSG00000240179	453	RPL26P3
ENSG00000240180	489	RPL12P28
ENSG00000240183	293	RN7SL297P
ENSG00000240184	5430	PCDHGC3
ENSG00000240186	297	RN7SL633P
ENSG00000240189	299	RN7SL621P
ENSG00000240194	1263	CYMP
ENSG00000240197	170	ENSG00000240197
ENSG00000240198	647	ARHGEF3-AS1
ENSG00000240199	286	RN7SL520P
ENSG00000240201	745	ENSG00000240201
ENSG00000240202	294	RN7SL223P
ENSG00000240203	303	RN7SL567P
ENSG00000240204	969	SMKR1
ENSG00000240205	289	RN7SL865P
ENSG00000240207	6252	ENSG00000240207
ENSG00000240210	801	RPL7AP5
ENSG00000240211	303	PPP1R35-AS1
ENSG00000240215	374	TRBV25OR9-2
ENSG00000240216	3407	CPHL1P
ENSG00000240219	2219	ENSG00000240219
ENSG00000240225	1305	ZNF542P
ENSG00000240230	6715	COX19
ENSG00000240231	252	RPS27P29
ENSG00000240233	281	RN7SL587P
ENSG00000240235	280	RN7SL794P
ENSG00000240236	1133	HNRNPA1P23
ENSG00000240237	471	RPL21P78
ENSG00000240238	479	RPL21P117
ENSG00000240240	6084	ENSG00000240240
ENSG00000240241	1047	ENSG00000240241
ENSG00000240244	1013	GAPDHP33
ENSG00000240246	231	RPL32P8
ENSG00000240247	494	DEFA1B
ENSG00000240250	283	RN7SL541P
ENSG00000240253	604	FAR2P3
ENSG00000240254	552	B4GALT4-AS1
ENSG00000240255	1319	PSMC1P6
ENSG00000240265	1030	H1-8P1
ENSG00000240268	1590	MOXD2P
ENSG00000240270	495	RPL12P37
ENSG00000240271	462	RPL29P18
ENSG00000240280	1702	TCAM1P
ENSG00000240281	532	ENSG00000240281
ENSG00000240286	327	MEAF6P1
ENSG00000240288	3166	GHRLOS
ENSG00000240291	1575	ENSG00000240291
ENSG00000240294	291	RN7SKP241
ENSG00000240296	649	ENSG00000240296
ENSG00000240298	321	RPL36AP40
ENSG00000240299	303	RN7SL187P
ENSG00000240302	297	RN7SL717P
ENSG00000240303	5033	ACAD11
ENSG00000240305	838	RPL6P26
ENSG00000240306	293	RN7SL100P
ENSG00000240309	1384	MTCO1P6
ENSG00000240311	568	ENSG00000240311
ENSG00000240317	286	RN7SL764P
ENSG00000240320	170	RPS29P27
ENSG00000240322	299	RN7SL481P
ENSG00000240327	293	RN7SL93P
ENSG00000240328	342	ENSG00000240328
ENSG00000240338	338	ENSG00000240338
ENSG00000240342	879	RPS2P5
ENSG00000240344	4391	PPIL3
ENSG00000240347	292	RN7SL35P
ENSG00000240350	899	SOCAR
ENSG00000240354	483	ENSG00000240354
ENSG00000240355	229	ENSG00000240355
ENSG00000240356	469	RPL23AP7
ENSG00000240359	231	UBL5P3
ENSG00000240361	939	OR4G11P
ENSG00000240364	332	RPL31P59
ENSG00000240366	318	RPL36AP45
ENSG00000240370	618	RPL13P5
ENSG00000240371	789	RPS4XP13
ENSG00000240373	346	SEC62-AS1
ENSG00000240374	303	RN7SL503P
ENSG00000240375	979	VPS26AP1
ENSG00000240376	629	ENSG00000240376
ENSG00000240382	378	IGKV1-17
ENSG00000240385	171	RPS29P20
ENSG00000240386	726	LCE1F
ENSG00000240388	457	ENSG00000240388
ENSG00000240392	575	RPL9P3
ENSG00000240393	803	DRG1P2
ENSG00000240395	868	RPL5P23
ENSG00000240399	283	ENSG00000240399
ENSG00000240401	5246	ENSG00000240401
ENSG00000240403	1877	KIR3DL2
ENSG00000240404	286	ENSG00000240404
ENSG00000240405	15702	SAMMSON
ENSG00000240409	207	MTATP8P1
ENSG00000240411	790	RPL5P16
ENSG00000240412	897	RPL5P15
ENSG00000240416	315	CYCSP20
ENSG00000240418	893	ENSG00000240418
ENSG00000240419	347	ENSG00000240419
ENSG00000240423	1482	LINC00636
ENSG00000240424	576	ENSG00000240424
ENSG00000240426	319	RPL36AP18
ENSG00000240427	349	RPS26P34
ENSG00000240429	2246	LRRFIP1P1
ENSG00000240432	547	KRTAP13-3
ENSG00000240435	337	RPS12P27
ENSG00000240436	321	RPL35AP14
ENSG00000240438	2826	OFD1P5Y
ENSG00000240439	291	RN7SL91P
ENSG00000240440	361	ENSG00000240440
ENSG00000240441	535	RPL17P38
ENSG00000240443	463	RPS10P20
ENSG00000240445	6240	FOXO3B
ENSG00000240449	577	REPIN1-AS1
ENSG00000240450	795	CSPG4P1Y
ENSG00000240452	288	MTCO1P29
ENSG00000240454	158	RPL39P26
ENSG00000240457	293	RN7SL472P
ENSG00000240458	153	ENSG00000240458
ENSG00000240459	394	ENSG00000240459
ENSG00000240463	441	RPS19P3
ENSG00000240470	294	RN7SL346P
ENSG00000240471	725	PHB1P8
ENSG00000240474	305	RN7SL116P
ENSG00000240476	4607	LINC00973
ENSG00000240477	728	EIF3JP2
ENSG00000240478	477	ENSG00000240478
ENSG00000240480	460	RPL29P2
ENSG00000240481	296	RN7SL38P
ENSG00000240484	348	RPL31P6
ENSG00000240486	419	RPL23AP54
ENSG00000240487	1624	ATOSBP1
ENSG00000240489	873	SETP14
ENSG00000240490	288	RN7SL277P
ENSG00000240494	427	RPS12P28
ENSG00000240497	1387	ENSG00000240497
ENSG00000240498	20420	CDKN2B-AS1
ENSG00000240499	3458	ENSG00000240499
ENSG00000240502	287	RN7SL837P
ENSG00000240505	3554	TNFRSF13B
ENSG00000240509	354	RPL34P18
ENSG00000240511	317	MED28P2
ENSG00000240513	201	ENSG00000240513
ENSG00000240518	316	RPL36P11
ENSG00000240519	351	ENSG00000240519
ENSG00000240520	915	UOX
ENSG00000240521	1414	ENSG00000240521
ENSG00000240522	791	RPL7AP10
ENSG00000240527	587	ENSG00000240527
ENSG00000240531	407	RPL21P123
ENSG00000240533	272	RN7SL69P
ENSG00000240534	347	RPL34P17
ENSG00000240535	4140	ENSG00000240535
ENSG00000240540	1183	RPL3P9
ENSG00000240541	2330	TM4SF1-AS1
ENSG00000240542	753	KRTAP9-1
ENSG00000240545	295	RN7SL492P
ENSG00000240549	673	THOC7-AS1
ENSG00000240553	666	ENSG00000240553
ENSG00000240554	802	RPL7AP58
ENSG00000240562	697	LINC01472
ENSG00000240563	3831	L1TD1
ENSG00000240566	727	ENSG00000240566
ENSG00000240567	2845	LINC02067
ENSG00000240568	183	LCORLP1
ENSG00000240571	575	ENSG00000240571
ENSG00000240572	176	ARHGEF28P1
ENSG00000240573	554	ENSG00000240573
ENSG00000240577	293	RN7SL445P
ENSG00000240578	337	TRBV22-1
ENSG00000240579	637	ENSG00000240579
ENSG00000240583	3261	AQP1
ENSG00000240584	290	RN7SL547P
ENSG00000240589	300	RN7SL258P
ENSG00000240590	889	RPSAP48
ENSG00000240591	2258	ENSG00000240591
ENSG00000240596	538	KCNAB1-AS2
ENSG00000240601	532	RPL9P15
ENSG00000240602	1193	AADACP1
ENSG00000240606	250	RN7SL564P
ENSG00000240611	836	RPL6P15
ENSG00000240613	300	RN7SL98P
ENSG00000240616	748	RPS6P25
ENSG00000240621	403	OR2AO1P
ENSG00000240622	712	RPL7P15
ENSG00000240624	536	RPL17P4
ENSG00000240625	305	RN7SL403P
ENSG00000240626	262	RN7SL150P
ENSG00000240627	482	ENSG00000240627
ENSG00000240631	353	RPL30P12
ENSG00000240632	4784	SPATA31D5P
ENSG00000240634	694	ENSG00000240634
ENSG00000240637	299	RN7SL808P
ENSG00000240639	304	RN7SL666P
ENSG00000240641	287	RN7SL580P
ENSG00000240647	281	RN7SL305P
ENSG00000240651	306	SEPTIN7P4
ENSG00000240652	345	ENSG00000240652
ENSG00000240654	1891	C1QTNF9
ENSG00000240661	651	BTNL12P
ENSG00000240663	281	RN7SL310P
ENSG00000240665	133	LSP1P2
ENSG00000240666	828	MME-AS1
ENSG00000240667	568	NBPF18P
ENSG00000240668	1440	KRT8P36
ENSG00000240669	459	ENSG00000240669
ENSG00000240671	398	IGKV1-8
ENSG00000240673	501	ENSG00000240673
ENSG00000240674	480	RPL21P51
ENSG00000240677	453	MYL6P4
ENSG00000240680	307	H4P1
ENSG00000240682	3872	ISY1
ENSG00000240687	3000	ENSG00000240687
ENSG00000240692	304	RN7SL538P
ENSG00000240694	5564	PNMA2
ENSG00000240695	730	DNAJC8P2
ENSG00000240698	668	RPS2P39
ENSG00000240704	1048	KLF7P1
ENSG00000240707	5997	LINC01168
ENSG00000240708	2307	LINC02030
ENSG00000240710	683	ENSG00000240710
ENSG00000240713	223	RN7SL860P
ENSG00000240718	303	RN7SL851P
ENSG00000240720	4450	LRRD1
ENSG00000240721	795	RPS4XP15
ENSG00000240723	282	RN7SL382P
ENSG00000240724	385	RPS12P15
ENSG00000240729	476	RPL21P60
ENSG00000240731	386	ENSG00000240731
ENSG00000240733	290	RN7SL502P
ENSG00000240738	744	RPL6P22
ENSG00000240739	315	ENSG00000240739
ENSG00000240747	2669	KRBOX1
ENSG00000240750	297	RN7SL559P
ENSG00000240751	1053	RABGGTBP1
ENSG00000240752	401	RPS12P6
ENSG00000240755	578	ERLEC1P1
ENSG00000240758	662	HILPDA-AS1
ENSG00000240759	252	RPS27P21
ENSG00000240760	368	RPL31P56
ENSG00000240761	641	ENSG00000240761
ENSG00000240764	5026	PCDHGC5
ENSG00000240766	491	PLCXD2-AS1
ENSG00000240767	291	RN7SL288P
ENSG00000240770	998	C21orf91-OT1
ENSG00000240771	3391	ARHGEF25
ENSG00000240772	268	RN7SL776P
ENSG00000240774	357	CDK2AP1P1
ENSG00000240775	348	ENSG00000240775
ENSG00000240776	495	RPS10P4
ENSG00000240777	553	ENSG00000240777
ENSG00000240785	323	RPL36AP21
ENSG00000240787	417	NECTIN2P1
ENSG00000240790	1381	SND1-DT
ENSG00000240791	294	MTND4LP7
ENSG00000240792	1049	ENSG00000240792
ENSG00000240793	384	UBA52P8
ENSG00000240796	351	MTND2P14
ENSG00000240801	373	ENSG00000240801
ENSG00000240803	272	RN7SL231P
ENSG00000240804	840	NPM1P28
ENSG00000240808	290	RPL34P24
ENSG00000240809	1411	CAP1P1
ENSG00000240813	476	ENSG00000240813
ENSG00000240821	579	RPL9P25
ENSG00000240823	275	RN7SL23P
ENSG00000240824	343	MTND3P7
ENSG00000240827	554	RPL19P7
ENSG00000240828	479	RPL21P4
ENSG00000240837	294	RN7SL77P
ENSG00000240842	505	ENSG00000240842
ENSG00000240846	319	RPS15P9
ENSG00000240847	301	RN7SL497P
ENSG00000240849	7931	PEDS1
ENSG00000240853	300	RN7SL328P
ENSG00000240854	1310	PSMC2P1
ENSG00000240857	1586	RDH14
ENSG00000240859	5197	LINC03014
ENSG00000240861	496	ENSG00000240861
ENSG00000240863	269	RN7SL645P
ENSG00000240864	378	IGKV1-16
ENSG00000240868	470	C1QTNF9-AS1
ENSG00000240869	305	RN7SL128P
ENSG00000240870	574	RPL19P14
ENSG00000240871	995	KRTAP4-7
ENSG00000240873	168	RPS29P22
ENSG00000240874	429	ENSG00000240874
ENSG00000240875	3961	LINC00886
ENSG00000240877	297	RN7SL521P
ENSG00000240881	881	ENSG00000240881
ENSG00000240882	1227	PTOV1P1
ENSG00000240888	441	ENSG00000240888
ENSG00000240889	1648	NDUFB2-AS1
ENSG00000240890	2247	G2E3P1
ENSG00000240891	8985	PLCXD2
ENSG00000240893	2022	LINC02042
ENSG00000240895	801	ENSG00000240895
ENSG00000240898	483	RPL21P125
ENSG00000240902	539	APOOP2
ENSG00000240905	301	RN7SL798P
ENSG00000240912	380	H2BP3
ENSG00000240914	615	RPL15P2
ENSG00000240915	550	ENSG00000240915
ENSG00000240919	478	RPL21P79
ENSG00000240922	553	LSAMP-AS1
ENSG00000240925	332	RPS20P31
ENSG00000240927	276	RN7SL209P
ENSG00000240934	413	ENSG00000240934
ENSG00000240935	449	PLGLA
ENSG00000240936	292	RN7SL554P
ENSG00000240940	292	RN7SL591P
ENSG00000240950	633	RPL8P3
ENSG00000240951	685	MTCO2P6
ENSG00000240954	1278	RPL4P1
ENSG00000240959	734	ST13P14
ENSG00000240960	166	ENSG00000240960
ENSG00000240961	289	RN7SL415P
ENSG00000240963	642	ENSG00000240963
ENSG00000240964	284	RN7SL751P
ENSG00000240966	292	RN7SL681P
ENSG00000240970	435	RPL23AP64
ENSG00000240972	730	MIF
ENSG00000240973	1257	ENSG00000240973
ENSG00000240974	208	RPS27AP10
ENSG00000240975	515	ENSG00000240975
ENSG00000240977	303	RN7SL283P
ENSG00000240980	455	ENSG00000240980
ENSG00000240983	249	ENSG00000240983
ENSG00000240990	3128	HOXA11-AS
ENSG00000240991	474	RPL23AP67
ENSG00000240992	423	RPS23P4
ENSG00000240993	302	RN7SL459P
ENSG00000240995	468	ENSG00000240995
ENSG00000240996	667	ENSG00000240996
ENSG00000240997	298	RN7SL183P
ENSG00000241002	435	RPL32P13
ENSG00000241003	383	ENSG00000241003
ENSG00000241007	1143	SEPTIN7P6
ENSG00000241008	711	RPL7AP55
ENSG00000241011	357	ENSG00000241011
ENSG00000241014	926	GPR199P
ENSG00000241015	745	TPM3P9
ENSG00000241018	1487	RCC2P5
ENSG00000241020	400	RPL32P24
ENSG00000241022	1083	NIPA2P2
ENSG00000241026	483	RPL21P77
ENSG00000241030	453	RPL29P24
ENSG00000241032	300	RN7SL709P
ENSG00000241035	358	ENSG00000241035
ENSG00000241037	304	RN7SL335P
ENSG00000241042	171	ENSG00000241042
ENSG00000241045	753	RPL7P43
ENSG00000241048	606	ENSG00000241048
ENSG00000241052	460	RPL23AP70
ENSG00000241054	433	ENSG00000241054
ENSG00000241057	1148	RASA4EP
ENSG00000241058	3463	NSUN6
ENSG00000241059	647	ENSG00000241059
ENSG00000241061	894	RPL5P1
ENSG00000241064	283	RN7SL110P
ENSG00000241067	413	RPL17P40
ENSG00000241069	156	ENSG00000241069
ENSG00000241073	384	ENSG00000241073
ENSG00000241074	283	RN7SL813P
ENSG00000241081	374	RPL22P2
ENSG00000241082	253	RN7SL259P
ENSG00000241088	550	RPL17P44
ENSG00000241095	1507	CYP51A1P1
ENSG00000241097	319	RPL36AP38
ENSG00000241098	1808	LINC01994
ENSG00000241101	496	PRICKLE2-AS2
ENSG00000241102	359	ENSG00000241102
ENSG00000241103	331	RPL35AP11
ENSG00000241104	496	CEACAMP10
ENSG00000241105	568	ENSG00000241105
ENSG00000241106	1968	HLA-DOB
ENSG00000241111	6505	PRICKLE2-AS1
ENSG00000241112	428	RPL29P14
ENSG00000241114	307	ENSG00000241114
ENSG00000241119	2371	UGT1A9
ENSG00000241120	288	HMGN1P8
ENSG00000241123	1150	KRTAP10-5
ENSG00000241127	2560	YAE1
ENSG00000241128	1791	OR14A2
ENSG00000241129	373	RPL22P19
ENSG00000241130	282	RPL32P30
ENSG00000241131	2473	LINC02032
ENSG00000241134	359	BET1P1
ENSG00000241135	4735	LINC00881
ENSG00000241136	1280	PAICSP6
ENSG00000241143	407	RPL32P9
ENSG00000241144	300	RN7SL728P
ENSG00000241146	957	RPL7P41
ENSG00000241149	3429	ZNF722
ENSG00000241151	580	LINC02066
ENSG00000241152	304	RN7SL720P
ENSG00000241155	624	ARHGAP31-AS1
ENSG00000241156	279	RN7SL582P
ENSG00000241157	360	RPL32P32
ENSG00000241158	7003	ADAMTS9-AS1
ENSG00000241159	284	RN7SL160P
ENSG00000241162	308	RN7SL617P
ENSG00000241163	11287	LINC00877
ENSG00000241168	1834	ENSG00000241168
ENSG00000241169	428	ENSG00000241169
ENSG00000241170	379	RPL31P46
ENSG00000241172	302	RN7SL70P
ENSG00000241174	292	RN7SL570P
ENSG00000241175	304	RN7SL494P
ENSG00000241179	355	ENSG00000241179
ENSG00000241183	496	ENSG00000241183
ENSG00000241185	485	RPL21P122
ENSG00000241186	2489	CRIPTO
ENSG00000241187	464	RPL21P57
ENSG00000241188	291	RN7SL165P
ENSG00000241198	305	RN7SL191P
ENSG00000241200	820	ZNF736P7Y
ENSG00000241202	268	ZIC4-AS1
ENSG00000241203	339	HMGN2P26
ENSG00000241204	452	ENSG00000241204
ENSG00000241207	284	SSX18P
ENSG00000241211	592	IQCJ-SCHIP1-AS1
ENSG00000241213	1330	LINC02024
ENSG00000241216	301	SNAPC5P1
ENSG00000241217	297	RN7SL809P
ENSG00000241218	1368	CSP2
ENSG00000241219	1359	LOLI1
ENSG00000241220	634	LINC03109
ENSG00000241221	293	MTND4LP17
ENSG00000241223	297	RN7SL39P
ENSG00000241224	3434	C3orf85
ENSG00000241225	69	NMTRS-TGA3-1
ENSG00000241226	296	RN7SL836P
ENSG00000241227	298	RN7SL553P
ENSG00000241228	450	RPL12P31
ENSG00000241229	290	RN7SL443P
ENSG00000241230	302	RN7SL801P
ENSG00000241231	7253	ENSG00000241231
ENSG00000241233	1185	KRTAP5-8
ENSG00000241241	708	KRTAP4-16
ENSG00000241243	285	RN7SL629P
ENSG00000241244	378	IGKV1D-16
ENSG00000241246	300	RN7SL302P
ENSG00000241248	296	RN7SL727P
ENSG00000241250	555	RPL17P20
ENSG00000241251	478	ENSG00000241251
ENSG00000241255	402	ENSG00000241255
ENSG00000241257	188	ENSG00000241257
ENSG00000241258	3540	CRCP
ENSG00000241261	552	RPL17P19
ENSG00000241269	583	ENSG00000241269
ENSG00000241278	1086	ENPP7P4
ENSG00000241280	2157	ENSG00000241280
ENSG00000241281	378	RPL31P26
ENSG00000241282	334	RPL34P33
ENSG00000241286	850	RPL29P25
ENSG00000241288	6732	LINC02614
ENSG00000241291	295	RN7SL791P
ENSG00000241293	1547	PPATP1
ENSG00000241294	390	IGKV2-24
ENSG00000241295	372	ZBTB20-AS2
ENSG00000241305	1043	ACTG1P13
ENSG00000241307	601	RPL7AP24
ENSG00000241313	2624	WWTR1-AS1
ENSG00000241316	11122	SUCLG2-DT
ENSG00000241317	333	ENSG00000241317
ENSG00000241318	928	WDR82P2
ENSG00000241319	568	SETP6
ENSG00000241322	8980	FBXW10B
ENSG00000241324	254	ENSG00000241324
ENSG00000241326	436	ENSG00000241326
