GeneID	length	SYMBOL
ENSMUSG00000102674	1035	8030442B05Rik
ENSMUSG00000102676	3947	Gm37435
ENSMUSG00000102677	655	4930535E02Rik
ENSMUSG00000102678	351	Ighv1-21-1
ENSMUSG00000102679	2794	Gm20557
ENSMUSG00000102680	2961	Gm37222
ENSMUSG00000102681	3007	Gm37221
ENSMUSG00000102682	1153	Gm37223
ENSMUSG00000102683	387	Gm37375
ENSMUSG00000102684	1838	Gm37374
ENSMUSG00000102685	2812	Gm37373
ENSMUSG00000102686	415	Gm37220
ENSMUSG00000102687	926	Gm37219
ENSMUSG00000102688	390	Gm37218
ENSMUSG00000102689	3521	Gm37217
ENSMUSG00000102690	3380	Gm37779
ENSMUSG00000102691	1873	Gm37780
ENSMUSG00000102692	10783	Dchs2
ENSMUSG00000102693	1070	4933401J01Rik
ENSMUSG00000102694	2509	Gm37496
ENSMUSG00000102696	190	Gm37778
ENSMUSG00000102697	5888	Pcdhac2
ENSMUSG00000102698	3366	Gm37777
ENSMUSG00000102699	644	4930433B08Rik
ENSMUSG00000102700	1746	Gm38312
ENSMUSG00000102701	863	9430083B18Rik
ENSMUSG00000102702	1251	Gm37260
ENSMUSG00000102703	1266	Gm38313
ENSMUSG00000102704	1518	Gm38309
ENSMUSG00000102705	2439	4632432E15Rik
ENSMUSG00000102706	473	Gm7417
ENSMUSG00000102707	165	Gm38311
ENSMUSG00000102709	1809	Gm38308
ENSMUSG00000102710	785	Gm4857
ENSMUSG00000102712	629	Gm37758
ENSMUSG00000102713	1193	Gm29994
ENSMUSG00000102714	3075	Gm37618
ENSMUSG00000102715	4937	Gm6209
ENSMUSG00000102716	1848	Gm5099
ENSMUSG00000102717	3246	Gm37759
ENSMUSG00000102718	2098	Gm37761
ENSMUSG00000102719	3841	Gm37760
ENSMUSG00000102721	1833	A630081D01Rik
ENSMUSG00000102722	982	Gm37935
ENSMUSG00000102723	1322	Gm37936
ENSMUSG00000102725	447	Gm37939
ENSMUSG00000102726	2168	Gm37937
ENSMUSG00000102728	402	Gm37934
ENSMUSG00000102729	3511	Gm32444
ENSMUSG00000102730	696	Gm38138
ENSMUSG00000102731	316	Gm38261
ENSMUSG00000102732	4965	Gm37342
ENSMUSG00000102733	1382	Gm38262
ENSMUSG00000102734	111	Gm37343
ENSMUSG00000102735	936	Gm7369
ENSMUSG00000102737	835	1700016A09Rik
ENSMUSG00000102738	409	1700006P03Rik
ENSMUSG00000102739	1343	Gm20772
ENSMUSG00000102740	489	Gm37599
ENSMUSG00000102741	463	Gm2979
ENSMUSG00000102742	4756	Pcdhga11
ENSMUSG00000102743	399	Gm38108
ENSMUSG00000102744	1992	5830444F18Rik
ENSMUSG00000102745	3292	Gm37600
ENSMUSG00000102746	394	Gm37601
ENSMUSG00000102747	3310	Gm37602
ENSMUSG00000102748	4882	Pcdhgb2
ENSMUSG00000102749	1301	Gm37598
ENSMUSG00000102750	1644	Gm37058
ENSMUSG00000102751	1916	Gm37057
ENSMUSG00000102752	3827	Gm7694
ENSMUSG00000102753	1865	Gm37056
ENSMUSG00000102754	205	Gm38183
ENSMUSG00000102755	133	Gm37055
ENSMUSG00000102756	543	Gm37054
ENSMUSG00000102757	400	Gm2756
ENSMUSG00000102758	10411	Naaladl2
ENSMUSG00000102759	2889	Gm10463
ENSMUSG00000102760	1627	Gm37258
ENSMUSG00000102761	650	Gm37184
ENSMUSG00000102762	713	4930403P22Rik
ENSMUSG00000102763	717	Gm37257
ENSMUSG00000102764	3405	Gm37183
ENSMUSG00000102765	350	Ighv1-62
ENSMUSG00000102766	723	Gm6420
ENSMUSG00000102768	1012	Gm19002
ENSMUSG00000102769	410	Gm37185
ENSMUSG00000102770	482	Gm38163
ENSMUSG00000102771	530	Gm33320
ENSMUSG00000102772	1499	Gm32114
ENSMUSG00000102773	351	Ighv1-17-1
ENSMUSG00000102774	783	Gm9748
ENSMUSG00000102775	2499	Gm38160
ENSMUSG00000102776	4597	Gm38162
ENSMUSG00000102777	576	Gm38161
ENSMUSG00000102778	486	Gm38165
ENSMUSG00000102779	330	Gm38164
ENSMUSG00000102780	4678	Gm38253
ENSMUSG00000102782	4872	Gm37625
ENSMUSG00000102783	1009	Gm38254
ENSMUSG00000102784	2575	Gm38251
ENSMUSG00000102785	2058	Gm2447
ENSMUSG00000102786	2616	Gm38252
ENSMUSG00000102787	537	Gm30174
ENSMUSG00000102788	2996	Gm38255
ENSMUSG00000102789	950	Gm38256
ENSMUSG00000102790	488	Gm37272
ENSMUSG00000102791	600	Gm37709
ENSMUSG00000102792	346	Gm32175
ENSMUSG00000102793	895	Gm37708
ENSMUSG00000102794	647	Gm37712
ENSMUSG00000102795	1009	Gm6236
ENSMUSG00000102796	1749	Gm37711
ENSMUSG00000102797	1274	Gm37710
ENSMUSG00000102799	696	Gm32295
ENSMUSG00000102800	3841	Gm37479
ENSMUSG00000102801	3495	Gm37478
ENSMUSG00000102802	8050	Mgam2-ps
ENSMUSG00000102803	884	Gm37477
ENSMUSG00000102804	403	Gm37481
ENSMUSG00000102805	4754	Gm37240
ENSMUSG00000102806	351	Ighv1-19-1
ENSMUSG00000102807	550	Gm37480
ENSMUSG00000102808	1799	5430420F09Rik
ENSMUSG00000102809	625	Gm8643
ENSMUSG00000102810	411	Gm37815
ENSMUSG00000102813	2459	Gm37795
ENSMUSG00000102814	2475	Gm37812
ENSMUSG00000102815	3695	Gm37813
ENSMUSG00000102816	3644	Gm37814
ENSMUSG00000102818	134	Gm37796
ENSMUSG00000102819	434	Gm37817
ENSMUSG00000102820	617	Gm38353
ENSMUSG00000102821	285	Trbv8
ENSMUSG00000102822	420	1700113B19Rik
ENSMUSG00000102824	381	Pdcd5-ps
ENSMUSG00000102825	1412	Gm36990
ENSMUSG00000102826	720	Gm38181
ENSMUSG00000102827	475	Gm8242
ENSMUSG00000102828	1530	Gm38182
ENSMUSG00000102830	1078	Gm37012
ENSMUSG00000102831	1596	Gm37382
ENSMUSG00000102832	357	Gm5190
ENSMUSG00000102833	1189	Gm9694
ENSMUSG00000102834	497	1700029B24Rik
ENSMUSG00000102835	1493	Gm37572
ENSMUSG00000102836	313	Gm38666
ENSMUSG00000102837	745	Gm37383
ENSMUSG00000102838	2253	Gm37014
ENSMUSG00000102839	387	Gm37385
ENSMUSG00000102840	1624	Gm38037
ENSMUSG00000102841	3564	Gm38036
ENSMUSG00000102842	696	Gm38035
ENSMUSG00000102844	2069	Gm38034
ENSMUSG00000102845	269	Gm38033
ENSMUSG00000102846	585	Gm10292
ENSMUSG00000102847	615	Gm34274
ENSMUSG00000102848	244	Ighv5-7
ENSMUSG00000102849	315	Gm37658
ENSMUSG00000102850	1927	Gm37082
ENSMUSG00000102851	480	Gm18956
ENSMUSG00000102852	711	Gm37083
ENSMUSG00000102853	1128	Gm7270
ENSMUSG00000102854	3087	C130023A14Rik
ENSMUSG00000102855	180	Gm38002
ENSMUSG00000102856	5898	Gm37084
ENSMUSG00000102857	196	Gm37085
ENSMUSG00000102858	3452	Gm37086
ENSMUSG00000102859	1077	Gm8625
ENSMUSG00000102860	1123	Gm37638
ENSMUSG00000102861	1256	Gm37637
ENSMUSG00000102862	300	Gm37640
ENSMUSG00000102863	2785	Gm37639
ENSMUSG00000102864	650	Gm37634
ENSMUSG00000102865	1437	Gm9839
ENSMUSG00000102866	359	Gm37636
ENSMUSG00000102867	174	Gm37635
ENSMUSG00000102868	2700	Gm37633
ENSMUSG00000102869	4942	Norad
ENSMUSG00000102870	668	Gm17868
ENSMUSG00000102871	3259	Gm37143
ENSMUSG00000102872	1499	Gm38195
ENSMUSG00000102874	2684	Gm37137
ENSMUSG00000102875	4419	Gm37139
ENSMUSG00000102876	194	Gm37136
ENSMUSG00000102877	625	Gm38314
ENSMUSG00000102878	262	Ighv2-8
ENSMUSG00000102879	534	Gm37135
ENSMUSG00000102880	1568	4930517J16Rik
ENSMUSG00000102881	1168	Gm3807
ENSMUSG00000102882	2757	Gm2065
ENSMUSG00000102883	338	Gm37279
ENSMUSG00000102884	439	Gm37281
ENSMUSG00000102885	375	Gm37280
ENSMUSG00000102886	870	Gm30667
ENSMUSG00000102887	2794	Gm10857
ENSMUSG00000102888	351	Ighv1-11
ENSMUSG00000102889	164	Gm37282
ENSMUSG00000102890	353	Gm7626
ENSMUSG00000102891	1357	Gm19114
ENSMUSG00000102892	1463	Gm37854
ENSMUSG00000102893	3700	Gm37855
ENSMUSG00000102894	889	Gm37851
ENSMUSG00000102895	1332	5830415G21Rik
ENSMUSG00000102896	350	Gm37852
ENSMUSG00000102897	660	Gm37853
ENSMUSG00000102899	549	Gm37850
ENSMUSG00000102900	2601	Gm37811
ENSMUSG00000102901	353	Ighv5-1
ENSMUSG00000102902	3059	Gm38263
ENSMUSG00000102903	260	Trbv11
ENSMUSG00000102904	3766	Gm38265
ENSMUSG00000102905	421	Gm38266
ENSMUSG00000102906	657	Gm20858
ENSMUSG00000102907	2032	Gm38264
ENSMUSG00000102908	1165	Gm7558
ENSMUSG00000102909	822	Gm2453
ENSMUSG00000102910	208	Gm37722
ENSMUSG00000102911	695	Gm38017
ENSMUSG00000102912	2288	Gm20731
ENSMUSG00000102913	565	Gm37723
ENSMUSG00000102914	250	Gm35106
ENSMUSG00000102915	232	Gm32460
ENSMUSG00000102916	2125	Gm37725
ENSMUSG00000102917	1221	Gm37724
ENSMUSG00000102918	5499	Pcdhgc3
ENSMUSG00000102919	3886	Gm37726
ENSMUSG00000102920	804	Or10l1-ps1
ENSMUSG00000102921	231	Gm37153
ENSMUSG00000102922	474	Gm34176
ENSMUSG00000102923	2256	Gm31728
ENSMUSG00000102925	2754	Gm37150
ENSMUSG00000102926	5007	Gm37151
ENSMUSG00000102927	1175	Gm37152
ENSMUSG00000102928	351	Ighv1-46
ENSMUSG00000102929	1290	Gm37154
ENSMUSG00000102930	2413	Gm38115
ENSMUSG00000102931	1232	Gm38114
ENSMUSG00000102932	201	Gm38113
ENSMUSG00000102933	1018	Gm9116
ENSMUSG00000102934	939	Gm38117
ENSMUSG00000102935	1570	Gm38355
ENSMUSG00000102936	641	Gm35584
ENSMUSG00000102937	1533	Gm38116
ENSMUSG00000102939	2741	Gm38111
ENSMUSG00000102940	2861	Gm37551
ENSMUSG00000102941	2520	Gm37552
ENSMUSG00000102942	350	Ighv1-33
ENSMUSG00000102943	463	Gm37550
ENSMUSG00000102945	818	Gm37884
ENSMUSG00000102946	725	Gm37883
ENSMUSG00000102948	1867	Gm6101
ENSMUSG00000102949	196	Gm37882
ENSMUSG00000102950	3869	Gm37018
ENSMUSG00000102951	3478	Gm37216
ENSMUSG00000102952	345	Ighv1-25
ENSMUSG00000102953	2134	Gm37019
ENSMUSG00000102955	347	Trbv24
ENSMUSG00000102956	747	Gm37017
ENSMUSG00000102957	696	Gm21065
ENSMUSG00000102958	660	Gm37016
ENSMUSG00000102959	1521	Gm37015
ENSMUSG00000102960	3944	Gm37943
ENSMUSG00000102961	400	Gm19918
ENSMUSG00000102962	414	Gm37944
ENSMUSG00000102963	4367	Gm37945
ENSMUSG00000102964	3785	9430034N14Rik
ENSMUSG00000102965	696	Gm20926
ENSMUSG00000102966	666	Gm31123
ENSMUSG00000102967	347	Gm37946
ENSMUSG00000102968	621	Gm35070
ENSMUSG00000102969	3827	Gm33366
ENSMUSG00000102970	624	Gm37349
ENSMUSG00000102971	1910	A730062M13Rik
ENSMUSG00000102972	1789	Gm37348
ENSMUSG00000102973	3156	E430014B02Rik
ENSMUSG00000102975	3071	Gm37347
ENSMUSG00000102976	6031	Zc3h11a
ENSMUSG00000102977	1498	Gm37346
ENSMUSG00000102979	313	Gm37350
ENSMUSG00000102980	235	Gm38321
ENSMUSG00000102981	2300	Gm38322
ENSMUSG00000102982	1266	Gm38319
ENSMUSG00000102983	1281	Gm38320
ENSMUSG00000102984	529	Gm34727
ENSMUSG00000102985	1330	4930456G14Rik
ENSMUSG00000102986	210	Gm38323
ENSMUSG00000102987	411	Gm38324
ENSMUSG00000102988	291	Trbv22
ENSMUSG00000102989	1706	Gm38318
ENSMUSG00000102990	2150	Gm37764
ENSMUSG00000102991	345	Ighv1-40
ENSMUSG00000102992	2567	Gm37766
ENSMUSG00000102993	315	Gm37765
ENSMUSG00000102994	1834	Gm37767
ENSMUSG00000102995	1039	A330074H02Rik
ENSMUSG00000102997	3416	Gm17244
ENSMUSG00000102998	120	Gm37763
ENSMUSG00000102999	3561	Gm37762
ENSMUSG00000103000	3805	Gm37900
ENSMUSG00000103001	1247	A930005N03Rik
ENSMUSG00000103002	920	Gm38075
ENSMUSG00000103003	450	Gm38076
ENSMUSG00000103004	330	2900002M20Rik
ENSMUSG00000103005	174	Gm37898
ENSMUSG00000103006	1874	4933417C20Rik
ENSMUSG00000103007	355	Gm20690
ENSMUSG00000103008	615	Gm36468
ENSMUSG00000103009	1946	Gm56350
ENSMUSG00000103010	2374	Gm37504
ENSMUSG00000103011	445	Gm8860
ENSMUSG00000103012	3814	Gm37548
ENSMUSG00000103013	319	Gm37503
ENSMUSG00000103015	4065	Gm37549
ENSMUSG00000103016	143	Gm37506
ENSMUSG00000103017	461	Gm37505
ENSMUSG00000103018	784	Gm17968
ENSMUSG00000103020	727	Gm37681
ENSMUSG00000103021	522	Gm37682
ENSMUSG00000103023	696	Gm20910
ENSMUSG00000103024	2177	Gm37685
ENSMUSG00000103025	2309	Gm37686
ENSMUSG00000103026	1048	Gm31326
ENSMUSG00000103027	355	Gm37684
ENSMUSG00000103028	751	Gm8747
ENSMUSG00000103029	1498	Gm37687
ENSMUSG00000103030	1794	E330011M16Rik
ENSMUSG00000103031	237	Gm29950
ENSMUSG00000103032	2556	Gm37121
ENSMUSG00000103033	353	Ighv5-12-4
ENSMUSG00000103034	490	Gm8797
ENSMUSG00000103035	1567	Gm37122
ENSMUSG00000103037	5776	Pcdhgb1
ENSMUSG00000103038	1992	Gm37124
ENSMUSG00000103039	1171	Gm37123
ENSMUSG00000103041	4279	Gm37305
ENSMUSG00000103042	444	Gm2719
ENSMUSG00000103043	1233	Gm37306
ENSMUSG00000103044	2621	Gm37307
ENSMUSG00000103045	100	Gm37308
ENSMUSG00000103046	1639	Gm37309
ENSMUSG00000103047	2968	Gm37310
ENSMUSG00000103049	2024	Gm37311
ENSMUSG00000103050	2382	Gm38273
ENSMUSG00000103051	618	Gm7871
ENSMUSG00000103052	2400	Gm38272
ENSMUSG00000103053	1603	Gm38271
ENSMUSG00000103054	407	Gm38270
ENSMUSG00000103055	3298	Gm38269
ENSMUSG00000103056	193	Gm38268
ENSMUSG00000103058	696	Gm21845
ENSMUSG00000103059	1580	Gm18186
ENSMUSG00000103060	2809	Gm36969
ENSMUSG00000103061	1859	Gm36970
ENSMUSG00000103062	2172	Gm37200
ENSMUSG00000103063	614	Gm33163
ENSMUSG00000103064	315	Gm36968
ENSMUSG00000103065	4540	Gm20236
ENSMUSG00000103066	266	Gm36967
ENSMUSG00000103067	2596	Gm30414
ENSMUSG00000103069	413	Gm36966
ENSMUSG00000103070	2381	Gm37903
ENSMUSG00000103071	1551	Gm38110
ENSMUSG00000103072	341	Gm37905
ENSMUSG00000103073	312	Gm37904
ENSMUSG00000103074	696	Gm20925
ENSMUSG00000103075	181	Gm38109
ENSMUSG00000103076	1683	Gm37902
ENSMUSG00000103077	1498	Gm38371
ENSMUSG00000103078	514	Gm37901
ENSMUSG00000103079	953	Gm36307
ENSMUSG00000103080	2779	Gm38123
ENSMUSG00000103081	4615	Pcdhgb8
ENSMUSG00000103082	2581	Gm38124
ENSMUSG00000103083	2562	A630035G10Rik
ENSMUSG00000103084	755	Gm38119
ENSMUSG00000103085	4642	Gm38120
ENSMUSG00000103086	696	Gm38121
ENSMUSG00000103087	885	Gm38122
ENSMUSG00000103088	4684	Pcdhgb6
ENSMUSG00000103089	2222	Gm38118
ENSMUSG00000103090	1083	Gm19214
ENSMUSG00000103091	542	Gm37555
ENSMUSG00000103092	5206	Pcdha5
ENSMUSG00000103094	2983	Gm37558
ENSMUSG00000103095	139	Gm37557
ENSMUSG00000103096	904	Gm8022
ENSMUSG00000103097	468	Gm37556
ENSMUSG00000103098	832	Gm37559
ENSMUSG00000103099	451	Gm6074
ENSMUSG00000103100	3813	Gm37664
ENSMUSG00000103101	5578	Gm37048
ENSMUSG00000103102	1983	Gm37049
ENSMUSG00000103103	2189	4833445I07Rik
ENSMUSG00000103105	608	Gm18752
ENSMUSG00000103106	533	Gm37047
ENSMUSG00000103107	2647	Gm9867
ENSMUSG00000103108	2234	Rncr4
ENSMUSG00000103110	204	Gm37586
ENSMUSG00000103111	343	Ighv6-1
ENSMUSG00000103112	693	Gm38016
ENSMUSG00000103113	280	Gm37585
ENSMUSG00000103114	2385	Gm32200
ENSMUSG00000103115	1290	Gm37584
ENSMUSG00000103116	846	4930539M17Rik
ENSMUSG00000103118	1409	Gm37582
ENSMUSG00000103119	2487	Gm37583
ENSMUSG00000103120	516	Gm37392
ENSMUSG00000103121	276	Ighv15-1
ENSMUSG00000103122	2318	Gm37391
ENSMUSG00000103123	872	Gm37390
ENSMUSG00000103124	1568	Gm37389
ENSMUSG00000103125	429	Gm37388
ENSMUSG00000103127	72	Gm37386
ENSMUSG00000103129	3870	Gm37393
ENSMUSG00000103130	2285	F830212C03Rik
ENSMUSG00000103131	721	Gm37977
ENSMUSG00000103132	2915	Gm37978
ENSMUSG00000103133	1559	Gm37303
ENSMUSG00000103135	712	Gm37979
ENSMUSG00000103136	1910	Gm37980
ENSMUSG00000103137	535	Gm37981
ENSMUSG00000103138	3669	Gm2238
ENSMUSG00000103139	561	Gm37982
ENSMUSG00000103140	264	Gm37495
ENSMUSG00000103141	1256	Gm37741
ENSMUSG00000103142	376	Gm37743
ENSMUSG00000103143	3979	Gm37742
ENSMUSG00000103144	5366	Pcdhga1
ENSMUSG00000103145	1590	Gm37744
ENSMUSG00000103146	8163	Gm37745
ENSMUSG00000103147	926	Gm7341
ENSMUSG00000103148	198	Gm37746
ENSMUSG00000103149	1177	AA914427
ENSMUSG00000103150	259	Gm38291
ENSMUSG00000103151	3045	Gm38292
ENSMUSG00000103152	322	Gm8790
ENSMUSG00000103153	315	Gm38290
ENSMUSG00000103154	151	Gm38295
ENSMUSG00000103155	746	Gm8109
ENSMUSG00000103156	600	Gm38293
ENSMUSG00000103157	381	Gm38294
ENSMUSG00000103158	829	Gm31925
ENSMUSG00000103159	3552	F830112A20Rik
ENSMUSG00000103160	3665	C130012C08Rik
ENSMUSG00000103161	3012	Gm38148
ENSMUSG00000103162	1798	Gm38147
ENSMUSG00000103163	1293	Gm38146
ENSMUSG00000103164	452	Gm38150
ENSMUSG00000103165	1000	Gm37560
ENSMUSG00000103166	1698	Gm10537
ENSMUSG00000103167	339	Gm38149
ENSMUSG00000103168	4827	Gm30948
ENSMUSG00000103170	1934	Gm37170
ENSMUSG00000103172	716	Gm37148
ENSMUSG00000103174	2760	Gm37168
ENSMUSG00000103175	4161	Gm37169
ENSMUSG00000103176	1498	Gm37147
ENSMUSG00000103177	515	Gm18427
ENSMUSG00000103178	1137	Fgfr3-ps
ENSMUSG00000103179	1185	Gm37171
ENSMUSG00000103180	129	Gm37089
ENSMUSG00000103181	917	A330069K06Rik
ENSMUSG00000103182	2087	Gm37091
ENSMUSG00000103183	4105	Gm37090
ENSMUSG00000103184	290	Ighv5-13
ENSMUSG00000103185	371	Ighv5-11
ENSMUSG00000103186	406	Gm37088
ENSMUSG00000103187	3309	Gm37087
ENSMUSG00000103188	407	Gm37093
ENSMUSG00000103189	1518	Gm37092
ENSMUSG00000103190	621	Gm34716
ENSMUSG00000103191	111	Gm37646
ENSMUSG00000103192	3556	Gm37645
ENSMUSG00000103193	1078	Gm19066
ENSMUSG00000103194	1260	Gm37643
ENSMUSG00000103195	2270	Gm37644
ENSMUSG00000103196	239	Gm37641
ENSMUSG00000103197	1735	Gm37642
ENSMUSG00000103198	454	Gm9136
ENSMUSG00000103199	2563	Gm37648
ENSMUSG00000103200	640	Gm37328
ENSMUSG00000103201	2057	Gm37329
ENSMUSG00000103202	3071	Gm37326
ENSMUSG00000103203	29	Gm37327
ENSMUSG00000103204	704	Gm38139
ENSMUSG00000103206	576	Gm8515
ENSMUSG00000103207	1464	Gm9874
ENSMUSG00000103208	153	Gm37330
ENSMUSG00000103209	3375	Gm37331
ENSMUSG00000103210	1021	Gm5852
ENSMUSG00000103211	1320	Gm38288
ENSMUSG00000103213	597	Gm38289
ENSMUSG00000103214	3105	Gm38286
ENSMUSG00000103215	1430	Gm38388
ENSMUSG00000103216	3174	Gm37248
ENSMUSG00000103217	2051	Gm38287
ENSMUSG00000103218	1131	Gm7270
ENSMUSG00000103219	585	Gm37787
ENSMUSG00000103220	2292	Gm37728
ENSMUSG00000103221	301	Sprr2c-ps
ENSMUSG00000103222	1172	Gm37729
ENSMUSG00000103223	2211	Gm37730
ENSMUSG00000103224	319	Gm2077
ENSMUSG00000103225	2237	Gm37731
ENSMUSG00000103226	316	Gm37732
ENSMUSG00000103227	2962	Gm37733
ENSMUSG00000103228	819	Gm37727
ENSMUSG00000103230	685	Gm17970
ENSMUSG00000103231	696	Gm21907
ENSMUSG00000103232	1689	Gm37160
ENSMUSG00000103233	3605	Gm37159
ENSMUSG00000103234	5704	Gm37158
ENSMUSG00000103236	2168	Gm37157
ENSMUSG00000103237	811	Gm18547
ENSMUSG00000103238	3029	Gm36527
ENSMUSG00000103239	406	Gm37155
ENSMUSG00000103240	345	Gm37976
ENSMUSG00000103241	1514	Gm38089
ENSMUSG00000103242	1062	Gm34767
ENSMUSG00000103243	678	Lce1d
ENSMUSG00000103244	653	Gm38092
ENSMUSG00000103245	774	Pou5f1-rs3
ENSMUSG00000103246	1942	Gm38090
ENSMUSG00000103247	3871	Gm38091
ENSMUSG00000103248	265	Gm38087
ENSMUSG00000103249	241	Gm38088
ENSMUSG00000103250	615	Gm32180
ENSMUSG00000103251	2210	Gm37519
ENSMUSG00000103252	2045	Gm37521
ENSMUSG00000103253	2672	Gm37520
ENSMUSG00000103254	351	Ighv1-15
ENSMUSG00000103255	5419	Pcdhac1
ENSMUSG00000103256	3143	Gm37647
ENSMUSG00000103257	748	Gm7977
ENSMUSG00000103258	2603	Gm37518
ENSMUSG00000103259	1153	2610105M22Rik
ENSMUSG00000103260	1847	Gm8146
ENSMUSG00000103261	4485	Gm36981
ENSMUSG00000103262	337	Ighv5-8
ENSMUSG00000103263	1128	Gm36982
ENSMUSG00000103264	289	Gm30341
ENSMUSG00000103265	631	Gm2053
ENSMUSG00000103266	539	Gm36979
ENSMUSG00000103267	622	Gm36980
ENSMUSG00000103269	696	Gm36978
ENSMUSG00000103270	3309	Gm37915
ENSMUSG00000103271	362	Ighv4-2
ENSMUSG00000103272	2679	Gm37914
ENSMUSG00000103273	2544	Gm37913
ENSMUSG00000103274	120	Gm37918
ENSMUSG00000103275	1102	Gm36983
ENSMUSG00000103276	392	Gm37917
ENSMUSG00000103277	2435	Gm37916
ENSMUSG00000103279	505	Gm3351
ENSMUSG00000103280	1111	Gm37277
ENSMUSG00000103281	2872	Gm37278
ENSMUSG00000103282	30	Gm37275
ENSMUSG00000103284	1021	3110080O07Rik
ENSMUSG00000103285	1682	Gm37274
ENSMUSG00000103286	1206	Gm5850
ENSMUSG00000103287	750	1700034J04Rik
ENSMUSG00000103288	539	Gm37273
ENSMUSG00000103289	506	Gm31256
ENSMUSG00000103290	351	Ighv1-23
ENSMUSG00000103291	4952	Gm38235
ENSMUSG00000103292	2802	Gm35048
ENSMUSG00000103293	622	Gm5842
ENSMUSG00000103294	807	Gm38233
ENSMUSG00000103295	499	Scp2-ps1
ENSMUSG00000103296	421	Gm38234
ENSMUSG00000103297	349	Ighv3-2
ENSMUSG00000103298	411	Gm38232
ENSMUSG00000103299	347	Gm38231
ENSMUSG00000103300	352	Ighv1-44
ENSMUSG00000103301	547	Gm37804
ENSMUSG00000103302	711	Gm37803
ENSMUSG00000103303	2643	Gm37802
ENSMUSG00000103304	571	Gm5979
ENSMUSG00000103305	632	Gm34068
ENSMUSG00000103306	274	Gm37801
ENSMUSG00000103307	2069	Gm19335
ENSMUSG00000103308	995	Gm37800
ENSMUSG00000103309	2205	BC037039
ENSMUSG00000103310	5335	Pcdha12
ENSMUSG00000103311	696	Gm38229
ENSMUSG00000103312	441	Gm6677
ENSMUSG00000103313	2464	Gm38357
ENSMUSG00000103314	428	Gm38358
ENSMUSG00000103315	515	Gm38341
ENSMUSG00000103317	2225	Gm38359
ENSMUSG00000103318	408	Gm38356
ENSMUSG00000103320	3521	Gm37403
ENSMUSG00000103321	1121	4933403L11Rik
ENSMUSG00000103322	359	Gm37404
ENSMUSG00000103323	754	Gm21631
ENSMUSG00000103324	5000	Gm37402
ENSMUSG00000103325	2303	Gm10531
ENSMUSG00000103327	657	Gm36047
ENSMUSG00000103328	500	Gm37406
ENSMUSG00000103329	2915	Gm42492
ENSMUSG00000103330	699	Gm35108
ENSMUSG00000103331	1714	Gm37995
ENSMUSG00000103332	4689	Pcdhga2
ENSMUSG00000103333	409	Gm37994
ENSMUSG00000103334	1423	Gm29771
ENSMUSG00000103336	988	Gm37993
ENSMUSG00000103338	252	Or10f1-ps1
ENSMUSG00000103339	367	Gm37996
ENSMUSG00000103340	291	Ighv1-1
ENSMUSG00000103341	638	1700051O22Rik
ENSMUSG00000103343	1831	Gm37052
ENSMUSG00000103345	6918	Gm10723
ENSMUSG00000103346	3491	C230057A21Rik
ENSMUSG00000103347	621	Gm37734
ENSMUSG00000103348	2087	Gm37053
ENSMUSG00000103349	2945	Gm36888
ENSMUSG00000103350	1107	Tdpoz6
ENSMUSG00000103351	1339	Gm6350
ENSMUSG00000103352	437	Gm38084
ENSMUSG00000103353	382	Gm37597
ENSMUSG00000103354	3498	Gm38083
ENSMUSG00000103355	639	Gm2147
ENSMUSG00000103356	1742	Gm37595
ENSMUSG00000103357	854	Gm7804
ENSMUSG00000103358	3254	Gm37593
ENSMUSG00000103360	2260	Gm38156
ENSMUSG00000103361	694	Gm36928
ENSMUSG00000103362	1145	Tdpoz2
ENSMUSG00000103364	1698	Gm38157
ENSMUSG00000103365	166	Gm36929
ENSMUSG00000103366	1275	C630004L07Rik
ENSMUSG00000103367	339	Gm38158
ENSMUSG00000103368	1841	Gm36927
ENSMUSG00000103369	766	Gm6546
ENSMUSG00000103370	1539	Gm37178
ENSMUSG00000103371	923	Gm35134
ENSMUSG00000103372	315	Gm37237
ENSMUSG00000103373	2390	Gm37238
ENSMUSG00000103374	141	Gm37239
ENSMUSG00000103375	1727	Gm37181
ENSMUSG00000103376	829	Gm37179
ENSMUSG00000103377	2819	Gm37180
ENSMUSG00000103378	4051	Gm37176
ENSMUSG00000103379	417	Gm37177
ENSMUSG00000103380	942	Gm37756
ENSMUSG00000103382	2179	Gm37755
ENSMUSG00000103383	526	Gm37754
ENSMUSG00000103384	439	Gm37753
ENSMUSG00000103385	3309	Gm37752
ENSMUSG00000103386	1198	Gm37751
ENSMUSG00000103387	942	1700030I03Rik
ENSMUSG00000103388	988	Gm37581
ENSMUSG00000103389	210	Gm37757
ENSMUSG00000103390	543	Gm38301
ENSMUSG00000103391	2076	Gm38302
ENSMUSG00000103392	536	Gm38303
ENSMUSG00000103393	600	Gm38304
ENSMUSG00000103394	1344	Gm10152
ENSMUSG00000103395	340	Ighv1-27
ENSMUSG00000103396	223	Gm38305
ENSMUSG00000103397	237	Gm38306
ENSMUSG00000103398	1840	Gm38307
ENSMUSG00000103399	585	Gm29747
ENSMUSG00000103400	2517	Gm15853
ENSMUSG00000103401	493	Gm37929
ENSMUSG00000103402	1886	Gm37930
ENSMUSG00000103403	2866	Gm37931
ENSMUSG00000103404	1167	Gm37932
ENSMUSG00000103406	1113	Gm5541
